requirement_id,test_id,source_commit,command,exit_status,evidence_ref,reviewer,status,notes
P3-R019,normalization oracle,58a283930b30348f34b9c19a0ccb432112521184,normalization vectors and deterministic ties,0,crates/harness/tests/phase3_oracle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R020,bounded query,58a283930b30348f34b9c19a0ccb432112521184,query byte/term bounds,0,crates/harness/src/context_memory/retrieval_helpers.rs; target tests,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R021,honest relevance score,58a283930b30348f34b9c19a0ccb432112521184,score disclosure source and UI,0,web/index.html; docs/MEMORY.md; crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R022,typed projection lag,58a283930b30348f34b9c19a0ccb432112521184,projection cache and unavailable outcome,0,crates/harness/tests/phase3_lifecycle.rs; tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R023,encrypted durable store,58a283930b30348f34b9c19a0ccb432112521184,durable_store_encrypts_bodies_and_rejects_changed_identity,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R024,projection rebuild and outbox recovery,ae5a0cb09a34b766e9b0c899f8f8298f630b9111,cargo test --locked --package sts2-harness --test phase3_projection,0,../phase2-harness/crates/harness/src/context_memory/projection.rs; ../phase2-harness/crates/harness/tests/phase3_projection.rs,root/self-review,executed_synthetic,bounded projection rebuild, corruption and outbox replay tests pass; source truth remains unchanged
P3-R025,scope prefilter,58a283930b30348f34b9c19a0ccb432112521184,prefiltered scope/cutoff retrieval,0,crates/harness/tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R026,causal retrieval,58a283930b30348f34b9c19a0ccb432112521184,late/future/sibling/private filtering,0,crates/harness/tests/phase3_memory.rs; crates/harness/tests/phase3_oracle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R027,bounded retrieval outcomes,58a283930b30348f34b9c19a0ccb432112521184,"timeout, no-match, unavailable and cache invalidation",0,crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R028,exact citation bytes,58a283930b30348f34b9c19a0ccb432112521184,exact extract and citation bytes,0,crates/harness/tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R029,lossy extract disclosure,58a283930b30348f34b9c19a0ccb432112521184,bounded extract labels loss and preserves retained span,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R030,protected selection,58a283930b30348f34b9c19a0ccb432112521184,mandatory bytes and whole-render budget,0,crates/harness/src/context_memory/selection.rs; crates/harness/src/context_memory/tests.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R031,executable_fake_peer_rejects_control_shell_and_network_tool_fields,3cb72968bee8943e89158a28cec27d7b88e1ce91,cargo test --locked --package sts2-harness --test phase3_peer -- --exact executable_fake_peer_rejects_control_shell_and_network_tool_fields,0,../phase2-harness/tests/phase3_peer.rs; ../phase2-harness/docs/evidence/phase3-summary-isolation-20260911.json,root/self-review,executed_synthetic,executable fake peer rejects game management shell and URL fields before use; synthetic process boundary only
P3-R032,executable fake peer,58a283930b30348f34b9c19a0ccb432112521184,exact bounded source manifest capture,0,crates/harness/tests/phase3_peer.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R033,explicit generation permission,58a283930b30348f34b9c19a0ccb432112521184,summary job explicit permission and review state,0,crates/harness/tests/phase3_memory.rs; crates/harness/src/context_memory/jobs.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R034,critical facts,58a283930b30348f34b9c19a0ccb432112521184,critical facts and poisoned edit rejection,0,crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R035,independent review,58a283930b30348f34b9c19a0ccb432112521184,independent review binding,0,crates/harness/tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R036,immutable review versions,58a283930b30348f34b9c19a0ccb432112521184,critical facts and review versions fence edits,0,crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R037,replay-safe jobs,58a283930b30348f34b9c19a0ccb432112521184,summary idempotency and expiry,0,crates/harness/tests/phase3_additional.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R038,unknown outcome terminal,58a283930b30348f34b9c19a0ccb432112521184,unknown summary outcome retained/no retry,0,crates/harness/tests/phase3_memory.rs; crates/harness/src/context_memory/tests.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R039,global unknown-work budget,58a283930b30348f34b9c19a0ccb432112521184,unknown summary reservation remains in global budget,0,crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R040,mandatory bytes,58a283930b30348f34b9c19a0ccb432112521184,mandatory bytes are never trimmed,0,crates/harness/src/context_memory/selection.rs; crates/harness/src/context_memory/tests.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R041,whole rendered measurement,58a283930b30348f34b9c19a0ccb432112521184,whole rendered byte measurement,0,crates/harness/src/context_memory/tests.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R042,deterministic exclusions,58a283930b30348f34b9c19a0ccb432112521184,identical selection inputs have identical bytes/exclusions,0,crates/harness/tests/phase3_additional.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R043,atomic active binding,58a283930b30348f34b9c19a0ccb432112521184,binding transaction is all-or-nothing,0,crates/harness/tests/phase3_lifecycle.rs; crates/harness/tests/phase3_mutations.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R044,policy scope,58a283930b30348f34b9c19a0ccb432112521184,approved policy bounds/modes and generation pins,0,crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R045,downgrade fence,58a283930b30348f34b9c19a0ccb432112521184,downgrade reader/resume fence,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R046,exact first resume,58a283930b30348f34b9c19a0ccb432112521184,first resume consumes exact prepared bytes once,0,crates/harness/tests/phase3_resume.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R047,no premature effects,58a283930b30348f34b9c19a0ccb432112521184,read/selection paths have no inference,0,crates/harness/src/context_memory/selection.rs; target tests,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R048,authority fence,58a283930b30348f34b9c19a0ccb432112521184,approval revocation and stale lineage fences,0,crates/harness/tests/phase3_memory.rs; crates/harness/tests/phase3_races.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R049,no rerank first request,58a283930b30348f34b9c19a0ccb432112521184,one-shot resume ledger,0,crates/harness/tests/phase3_resume.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R050,bounded future sources,58a283930b30348f34b9c19a0ccb432112521184,generation-aware policy realization,0,crates/harness/tests/phase3_lifecycle.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R051,per-attempt usage,58a283930b30348f34b9c19a0ccb432112521184,lineage and immutable usage ledger,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R052,atomic map bundle,58a283930b30348f34b9c19a0ccb432112521184,map bundle swap is atomic and generation bound,0,crates/harness/tests/phase3_mutations.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R053,map current-authority gate,ae5a0cb09a34b766e9b0c899f8f8298f630b9111,cargo test --locked --package sts2-harness --test phase3_map_policy,0,../phase2-harness/crates/harness/src/context_memory/map.rs; ../phase2-harness/crates/harness/tests/phase3_map_policy.rs,root/self-review,executed_synthetic,bounded map gate rejects private actors, historical legal IDs, hidden nodes and future generations
P3-R054,image capability gate,58a283930b30348f34b9c19a0ccb432112521184,requested image versus graph-only bundle,0,crates/harness/tests/phase3_additional.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R055,least privilege,58a283930b30348f34b9c19a0ccb432112521184,role checks,0,crates/harness/tests/phase3_memory.rs; crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R056,inert source envelope,58a283930b30348f34b9c19a0ccb432112521184,scoped roles cannot launder source text authority,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R057,current integrated browser audit,58a283930b30348f34b9c19a0ccb432112521184,FONTCONFIG_PATH=/tmp/chromium-libs/etc/fonts FONTCONFIG_FILE=/tmp/chromium-libs/etc/fonts/fonts.conf XDG_DATA_DIRS=/tmp/chromium-libs/usr/share:/usr/share LD_LIBRARY_PATH=/tmp/chromium-libs/usr/lib/x86_64-linux-gnu:/tmp/chromium-libs/lib/x86_64-linux-gnu:/tmp/chromium-libs/usr/lib PLAYWRIGHT_MODULE=/tmp/phase3-playwright/node_modules/playwright node tools/integrated_browser_audit.cjs; FONTCONFIG_PATH=/tmp/chromium-libs/etc/fonts FONTCONFIG_FILE=/tmp/chromium-libs/etc/fonts/fonts.conf XDG_DATA_DIRS=/tmp/chromium-libs/usr/share:/usr/share LD_LIBRARY_PATH=/tmp/chromium-libs/usr/lib/x86_64-linux-gnu:/tmp/chromium-libs/lib/x86_64-linux-gnu:/tmp/chromium-libs/usr/lib PLAYWRIGHT_MODULE=/tmp/phase3-playwright/node_modules/playwright node tools/phase2_browser_audit.cjs,0,docs/evidence/integrated-browser-ui-20260910.json; docs/evidence/phase2-browser-ui-20260910.json,root/self-review,executed_synthetic,current Playwright/Chromium browser audits passed; synthetic loopback only
P3-R058,route effect contract,58a283930b30348f34b9c19a0ccb432112521184,closed shape/effect permissions,0,tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R059,closed CLI and browser validation,f22296225c9e6b5a36004d1d689f9e27384920ba,cargo test --locked --package context-service --test phase3_memory; cargo test --locked --package sts2-harness --test phase3_cli,0,tests/phase3_memory.rs; ../phase2-harness/crates/harness/tests/phase3_cli.rs,root/self-review,executed_synthetic,compiled target CLI and browser route reject the same duplicate-key query shape; offline adapter evidence is tracked by P3-R073 through P3-R075
P3-R060,status no retrigger,58a283930b30348f34b9c19a0ccb432112521184,one-shot resume and read-only status,0,crates/harness/tests/phase3_resume.rs; tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R061,distinct lifecycle UI,58a283930b30348f34b9c19a0ccb432112521184,distinct lifecycle labels in UI source,0,web/index.html; docs/MEMORY.md,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R062,inspectable review panel,58a283930b30348f34b9c19a0ccb432112521184,"source spans, critical facts, omissions, contradictions",0,web/index.html,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R063,current keyboard/narrow browser audits,58a283930b30348f34b9c19a0ccb432112521184,FONTCONFIG_PATH=/tmp/chromium-libs/etc/fonts FONTCONFIG_FILE=/tmp/chromium-libs/etc/fonts/fonts.conf XDG_DATA_DIRS=/tmp/chromium-libs/usr/share:/usr/share LD_LIBRARY_PATH=/tmp/chromium-libs/usr/lib/x86_64-linux-gnu:/tmp/chromium-libs/lib/x86_64-linux-gnu:/tmp/chromium-libs/usr/lib PLAYWRIGHT_MODULE=/tmp/phase3-playwright/node_modules/playwright node tools/integrated_browser_audit.cjs; FONTCONFIG_PATH=/tmp/chromium-libs/etc/fonts FONTCONFIG_FILE=/tmp/chromium-libs/etc/fonts/fonts.conf XDG_DATA_DIRS=/tmp/chromium-libs/usr/share:/usr/share LD_LIBRARY_PATH=/tmp/chromium-libs/usr/lib/x86_64-linux-gnu:/tmp/chromium-libs/lib/x86_64-linux-gnu:/tmp/chromium-libs/usr/lib PLAYWRIGHT_MODULE=/tmp/phase3-playwright/node_modules/playwright node tools/phase2_browser_audit.cjs,0,docs/evidence/integrated-browser-ui-20260910.json; docs/evidence/phase2-browser-ui-20260910.json,root/self-review,executed_synthetic,current desktop/narrow/reduced-motion/keyboard audits passed; synthetic loopback only
P3-R064,lineage chain,58a283930b30348f34b9c19a0ccb432112521184,lineage usage and evaluation records,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R065,telemetry redaction,58a283930b30348f34b9c19a0ccb432112521184,aggregate telemetry null raw fields,0,crates/harness/tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R066,usage accounting,58a283930b30348f34b9c19a0ccb432112521184,immutable per-attempt usage,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R067,held-out isolation,58a283930b30348f34b9c19a0ccb432112521184,held-out labels and cutoff scope,0,crates/harness/tests/phase3_oracle.rs; crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R068,evaluation denominators,58a283930b30348f34b9c19a0ccb432112521184,evaluation report denominator/miss/review bounds,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R069,no fake benefits,58a283930b30348f34b9c19a0ccb432112521184,synthetic benchmark declares no provider/cache benefit,0,target/debug/context-memory-bench,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R070,resumable migration,58a283930b30348f34b9c19a0ccb432112521184,interrupted migration resumes from durable checkpoint,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R071,restore fence,58a283930b30348f34b9c19a0ccb432112521184,revocations load before dependents,0,crates/harness/tests/phase3_persistence.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R072,safe downgrade,58a283930b30348f34b9c19a0ccb432112521184,downgrade fence refuses old reader and wrong revision,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R073,phase3-adapter-demo,3cb72968bee8943e89158a28cec27d7b88e1ce91,phase3-adapter-demo with pinned target and fake-peer binaries,0,docs/evidence/phase3-adapter-demo-20260911.json,root/self-review,executed_synthetic,built target adapter and executable fake peer complete the reviewed synthetic flow; no live/native claim
P3-R074,phase3-adapter-demo,3cb72968bee8943e89158a28cec27d7b88e1ce91,phase3-adapter-demo with pinned target and fake-peer binaries,0,docs/evidence/phase3-adapter-demo-20260911.json,root/self-review,executed_synthetic,reviewed summary selection digest Phase 2 prepared manifest commit-held approval and first resume are checked end to end in the synthetic fixture
P3-R075,phase3-adapter-demo,3cb72968bee8943e89158a28cec27d7b88e1ce91,phase3-adapter-demo with pinned target and fake-peer binaries,0,docs/evidence/phase3-adapter-demo-20260911.json,root/self-review,executed_synthetic,process count and no-network-capable-path tripwires report zero provider calls game launches external requests and unauthorized processes; offline synthetic only
P3-R076,concurrency race,58a283930b30348f34b9c19a0ccb432112521184,revoke and dependent publication race,0,crates/harness/tests/phase3_races.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R077,fault points,58a283930b30348f34b9c19a0ccb432112521184,publication/map/binding/unknown/resume/migration failpoints,0,crates/harness/tests/phase3_lifecycle.rs; crates/harness/tests/phase3_mutations.rs; crates/harness/tests/phase3_resume.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R078,mutation detection,58a283930b30348f34b9c19a0ccb432112521184,"causal, revocation, binding and map mutation tests",0,crates/harness/tests/phase3_mutations.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R079,finite lifecycle,58a283930b30348f34b9c19a0ccb432112521184,retention and bounded inventories,0,crates/harness/tests/phase3_lifecycle_extra.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R080,disabled shadow parity,f22296225c9e6b5a36004d1d689f9e27384920ba,documented Chromium environment: node tools/integrated_browser_audit.cjs,0,docs/evidence/integrated-browser-ui-20260910.json; tools/integrated_browser_audit.cjs,root/self-review,executed_synthetic,disabled memory capabilities are empty, inference calls are zero and demo snapshot bytes remain unchanged
P3-R081,synthetic benchmark,58a283930b30348f34b9c19a0ccb432112521184,context-memory-bench,0,crates/harness/src/bin/context-memory-bench.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R082,executable docs,58a283930b30348f34b9c19a0ccb432112521184,CLI/demo commands and process tests,0,docs/DEMO.md; crates/harness/tests/phase3_cli.rs; tests/phase3_memory.rs,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R083,operating limits,58a283930b30348f34b9c19a0ccb432112521184,unsupported/default/live limits,0,docs/MEMORY.md; docs/API.md,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R084,reviewable artifacts,58a283930b30348f34b9c19a0ccb432112521184,"handoff, ADR, matrices and rollback docs",0,docs/phase3/IMPLEMENTED_HANDOFF.md; docs/evidence/*,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R085,not run,58a283930b30348f34b9c19a0ccb432112521184,not run,,BLOCKED: independent reviewer/native three-level controls were not exposed,root/self-review,blocked,independent reviewer/native three-level controls were not exposed
P3-R086,complete matrix,58a283930b30348f34b9c19a0ccb432112521184,all 90 rows mapped,0,docs/evidence/phase3-requirement-evidence.csv,root/self-review,executed_synthetic,"all 90 mandatory rows are explicit; statuses include executed_synthetic, unverified and blocked"
P3-R087,truthful status,58a283930b30348f34b9c19a0ccb432112521184,no unearned completion claim,0,docs/evidence/phase3-completion-report-20260910.md,root/self-review,executed_synthetic,bounded deterministic/source-backed evidence; does not prove live/native integration
P3-R088,target and companion gates plus current browser audits,58a283930b30348f34b9c19a0ccb432112521184,repo-policy --strict; cargo fmt --all -- --check; cargo clippy --workspace --all-targets --all-features --locked -- -D warnings; cargo test --workspace --all-targets --all-features --locked -- --test-threads=1; FONTCONFIG_PATH=/tmp/chromium-libs/etc/fonts FONTCONFIG_FILE=/tmp/chromium-libs/etc/fonts/fonts.conf XDG_DATA_DIRS=/tmp/chromium-libs/usr/share:/usr/share LD_LIBRARY_PATH=/tmp/chromium-libs/usr/lib/x86_64-linux-gnu:/tmp/chromium-libs/lib/x86_64-linux-gnu:/tmp/chromium-libs/usr/lib PLAYWRIGHT_MODULE=/tmp/phase3-playwright/node_modules/playwright node tools/integrated_browser_audit.cjs; FONTCONFIG_PATH=/tmp/chromium-libs/etc/fonts FONTCONFIG_FILE=/tmp/chromium-libs/etc/fonts/fonts.conf XDG_DATA_DIRS=/tmp/chromium-libs/usr/share:/usr/share LD_LIBRARY_PATH=/tmp/chromium-libs/usr/lib/x86_64-linux-gnu:/tmp/chromium-libs/lib/x86_64-linux-gnu:/tmp/chromium-libs/usr/lib PLAYWRIGHT_MODULE=/tmp/phase3-playwright/node_modules/playwright node tools/phase2_browser_audit.cjs,0,docs/evidence/phase3-completion-report-20260910.md; docs/evidence/integrated-browser-ui-20260910.json; docs/evidence/phase2-browser-ui-20260910.json,root/self-review,executed_synthetic,target/harness Rust gates and current browser audits passed; adapter/native lanes remain explicit
P3-R089,draft PR #3 updated with companion #70,528a905848f8a91198f6bd88a5e63500c69a9fd9,gh api PATCH /repos/AI-Ascension/ascension-context-console/pulls/3; gh pr create /repos/AI-Ascension/sts2-harness --draft,0,https://github.com/AI-Ascension/ascension-context-console/pull/3; https://github.com/AI-Ascension/sts2-harness/pull/70,root/self-review,executed_synthetic,"target PR #3 remains draft/open; harness PR #68 and #69 merged externally, and current follow-up is draft PR #70; no merge/release/deployment was initiated by this work"
P3-R090,truthful handoff,8e52da837ae0a23cea18d7cd3d5164765911e6b6,completion report and explicit limits,0,docs/evidence/phase3-completion-report-20260910.md,root/self-review,executed_synthetic,truthful handoff; no completion claim while the mandatory native three-level reviewer row remains blocked
